beta1,beta_v,regime
3.3374749499,-4.0124248497,heat_engine
3.34509018036,-4.03527054108,heat_engine
3.35270541082,-4.05811623246,heat_engine
3.36032064128,-4.08096192385,heat_engine
3.36793587174,-4.10380761523,heat_engine
3.3755511022,-4.12665330661,heat_engine
3.38316633267,-4.149498998,heat_engine
3.39078156313,-4.17234468938,heat_engine
3.39839679359,-4.19519038076,heat_engine
3.40601202405,-4.21803607214,heat_engine
3.41362725451,-4.24088176353,heat_engine
3.42124248497,-4.26372745491,heat_engine
3.42885771543,-4.28657314629,heat_engine
3.43647294589,-4.30941883768,heat_engine
3.44408817635,-4.33226452906,heat_engine
3.45170340681,-4.35511022044,heat_engine
3.45931863727,-4.37795591182,heat_engine
3.46693386774,-4.40080160321,heat_engine
3.4745490982,-4.42364729459,heat_engine
3.48216432866,-4.44649298597,heat_engine
3.48977955912,-4.46933867735,heat_engine
3.49739478958,-4.49218436874,heat_engine
3.50501002004,-4.51503006012,heat_engine
3.5126252505,-4.5378757515,heat_engine
3.52024048096,-4.56072144289,heat_engine
3.52785571142,-4.58356713427,heat_engine
3.53547094188,-4.60641282565,heat_engine
3.54308617234,-4.62925851703,heat_engine
3.55070140281,-4.65210420842,heat_engine
3.55831663327,-4.6749498998,heat_engine
3.56593186373,-4.69779559118,heat_engine
3.57354709419,-4.72064128257,heat_engine
3.58116232465,-4.74348697395,heat_engine
3.58877755511,-4.76633266533,heat_engine
3.59639278557,-4.78917835671,heat_engine
3.60400801603,-4.8120240481,heat_engine
3.61162324649,-4.83486973948,heat_engine
3.61923847695,-4.85771543086,heat_engine
3.62685370741,-4.88056112224,heat_engine
3.63446893788,-4.90340681363,heat_engine
3.64208416834,-4.92625250501,heat_engine
3.6496993988,-4.94909819639,heat_engine
3.65731462926,-4.97194388778,heat_engine
3.66492985972,-4.99478957916,heat_engine
3.67254509018,-5.01763527054,heat_engine
3.68016032064,-5.04048096192,heat_engine
3.6877755511,-5.06332665331,heat_engine
3.69539078156,-5.08617234469,heat_engine
3.70300601202,-5.10901803607,heat_engine
3.71062124248,-5.13186372745,heat_engine
3.71823647295,-5.15470941884,heat_engine
3.72585170341,-5.17755511022,heat_engine
3.73346693387,-5.2004008016,heat_engine
3.74108216433,-5.22324649299,heat_engine
3.74869739479,-5.24609218437,heat_engine
3.75631262525,-5.26893787575,heat_engine
3.76392785571,-5.29178356713,heat_engine
3.77154308617,-5.31462925852,heat_engine
3.77915831663,-5.3374749499,heat_engine
3.78677354709,-5.36032064128,heat_engine
3.79438877756,-5.38316633267,heat_engine
3.80200400802,-5.40601202405,heat_engine
3.80961923848,-5.42885771543,heat_engine
3.81723446894,-5.45170340681,heat_engine
3.8248496994,-5.4745490982,heat_engine
3.83246492986,-5.49739478958,heat_engine
3.84008016032,-5.52024048096,heat_engine
3.84769539078,-5.54308617234,heat_engine
3.85531062124,-5.56593186373,heat_engine
3.8629258517,-5.58877755511,heat_engine
3.87054108216,-5.61162324649,heat_engine
3.87815631263,-5.63446893788,heat_engine
3.88577154309,-5.65731462926,heat_engine
3.89338677355,-5.68016032064,heat_engine
3.90100200401,-5.70300601202,heat_engine
3.90861723447,-5.72585170341,heat_engine
3.91623246493,-5.74869739479,heat_engine
3.92384769539,-5.77154308617,heat_engine
3.93146292585,-5.79438877756,heat_engine
3.93907815631,-5.81723446894,heat_engine
3.94669338677,-5.84008016032,heat_engine
3.95430861723,-5.8629258517,heat_engine
3.9619238477,-5.88577154309,heat_engine
3.96953907816,-5.90861723447,heat_engine
3.97715430862,-5.93146292585,heat_engine
3.98476953908,-5.95430861723,heat_engine
3.99238476954,-5.97715430862,heat_engine
4,-6,heat_engine
