drive_amplitude,buffer_coupling,coupling_scale,architecture,truth_table_accuracy,min_margin,final_trace_distance,integrated_drive_work_proxy,phase_label
0.2,0.08,1.0,floquet_buffered_three_qubit,0.5,0.1674461946035124,0.016588646878721566,-0.0021179253116127656,fail
0.2,0.08,1.5,direct_three_qubit,1.0,0.499950293953461,0.024852345695947464,0.0,robust_pass
0.2,0.08,1.5,floquet_buffered_three_qubit,0.5,0.041013347381525955,0.018158281892072796,-0.0030431500781639086,fail
0.2,0.08,2.0,direct_three_qubit,1.0,0.4999098373002768,0.02485283858329007,0.0,robust_pass
0.2,0.08,2.0,floquet_buffered_three_qubit,1.0,0.07236719645367229,0.019563821962679445,-0.00392368730648431,robust_pass
0.35,0.0,0.5,direct_three_qubit,1.0,0.49587993549917786,0.024650126342162543,0.0,robust_pass
0.35,0.0,0.5,floquet_buffered_three_qubit,1.0,0.4958368809935869,0.02464799767388337,-0.0035723890211372365,robust_pass
0.35,0.0,1.0,direct_three_qubit,1.0,0.49994201078120737,0.024852148875826846,0.0,robust_pass
0.35,0.0,1.0,floquet_buffered_three_qubit,1.0,0.4999136191547955,0.02485084446029609,-0.0064629041764594514,robust_pass
0.35,0.0,1.5,direct_three_qubit,1.0,0.499950293953461,0.024852345695947464,0.0,robust_pass
0.35,0.0,1.5,floquet_buffered_three_qubit,1.0,0.4999471524360719,0.02485251383804596,-0.009282178894230855,robust_pass
0.35,0.0,2.0,direct_three_qubit,1.0,0.4999098373002768,0.02485283858329007,0.0,robust_pass
0.35,0.0,2.0,floquet_buffered_three_qubit,1.0,0.4999474284064662,0.024852527576603334,-0.011988671448288107,robust_pass
0.35,0.01,0.5,direct_three_qubit,1.0,0.49587993549917786,0.024650126342162543,0.0,robust_pass
0.35,0.01,0.5,floquet_buffered_three_qubit,1.0,0.47053249162433275,0.02434986211646438,-0.003567777947435978,robust_pass
0.35,0.01,1.0,direct_three_qubit,1.0,0.49994201078120737,0.024852148875826846,0.0,robust_pass
0.35,0.01,1.0,floquet_buffered_three_qubit,1.0,0.48262918235866503,0.02463730249099947,-0.0064579787393245925,robust_pass
0.35,0.01,1.5,direct_three_qubit,1.0,0.499950293953461,0.024852345695947464,0.0,robust_pass
0.35,0.01,1.5,floquet_buffered_three_qubit,1.0,0.4875361428566036,0.024699136457718995,-0.009277073924278376,robust_pass
0.35,0.01,2.0,direct_three_qubit,1.0,0.4999098373002768,0.02485283858329007,0.0,robust_pass
0.35,0.01,2.0,floquet_buffered_three_qubit,1.0,0.49102999993302165,0.024742280790342103,-0.011983197953419811,robust_pass
0.35,0.02,0.5,direct_three_qubit,1.0,0.49587993549917786,0.024650126342162543,0.0,robust_pass
0.35,0.02,0.5,floquet_buffered_three_qubit,1.0,0.402666491038949,0.023520892955137263,-0.0035542105628447165,robust_pass
0.35,0.02,1.0,direct_three_qubit,1.0,0.49994201078120737,0.024852148875826846,0.0,robust_pass
0.35,0.02,1.0,floquet_buffered_three_qubit,1.0,0.43252971755388736,0.024018499672748175,-0.006444485762219341,robust_pass
0.35,0.02,1.5,direct_three_qubit,1.0,0.499950293953461,0.024852345695947464,0.0,robust_pass
0.35,0.02,1.5,floquet_buffered_three_qubit,1.0,0.45117024513303994,0.024250098326406178,-0.009262369231106592,robust_pass
0.35,0.02,2.0,direct_three_qubit,1.0,0.4999098373002768,0.02485283858329007,0.0,robust_pass
0.35,0.02,2.0,floquet_buffered_three_qubit,1.0,0.46470870027745126,0.024417295415200574,-0.011967746186629487,robust_pass
0.35,0.04,0.5,direct_three_qubit,1.0,0.49587993549917786,0.024650126342162543,0.0,robust_pass
0.35,0.04,0.5,floquet_buffered_three_qubit,1.0,0.18524839953895067,0.02081834729417971,-0.003506424028694075,robust_pass
0.35,0.04,1.0,direct_three_qubit,1.0,0.49994201078120737,0.024852148875826846,0.0,robust_pass
0.35,0.04,1.0,floquet_buffered_three_qubit,1.0,0.25526928194123255,0.02182687395676053,-0.006397326090743109,robust_pass
0.35,0.04,1.5,direct_three_qubit,1.0,0.499950293953461,0.024852345695947464,0.0,robust_pass
0.35,0.04,1.5,floquet_buffered_three_qubit,1.0,0.3180728479191046,0.022605282344415882,-0.00921160734970124,robust_pass
0.35,0.04,2.0,direct_three_qubit,1.0,0.4999098373002768,0.02485283858329007,0.0,robust_pass
0.35,0.04,2.0,floquet_buffered_three_qubit,1.0,0.36601662347963937,0.023198026802018743,-0.011911945237990305,robust_pass
0.35,0.08,0.5,direct_three_qubit,1.0,0.49587993549917786,0.024650126342162543,0.0,robust_pass
0.35,0.08,0.5,floquet_buffered_three_qubit,0.5,0.3420509581795337,0.014286587295463409,-0.003419932971692321,fail
0.35,0.08,1.0,direct_three_qubit,1.0,0.49994201078120737,0.024852148875826846,0.0,robust_pass
0.35,0.08,1.0,floquet_buffered_three_qubit,0.5,0.21597480180338202,0.015985964372363444,-0.006302495883398423,fail
0.35,0.08,1.5,direct_three_qubit,1.0,0.499950293953461,0.024852345695947464,0.0,robust_pass
0.35,0.08,1.5,floquet_buffered_three_qubit,0.5,0.07189994568740166,0.017775175730264287,-0.009093076698453993,fail
0.35,0.08,2.0,direct_three_qubit,1.0,0.4999098373002768,0.02485283858329007,0.0,robust_pass
0.35,0.08,2.0,floquet_buffered_three_qubit,1.0,0.053652308971366525,0.019331901388523524,-0.011760199741643215,robust_pass
